"","version","compare_name"
"3542","eDNA, top 500","Sillago ingenuua"
"3544","eDNA, top 500","Sillago maculata"
"3545","eDNA, top 500","Sillago sp. 1 SS-2021"
"3546","eDNA, top 500","Silurus asotus"
"3547","eDNA, top 500","Silurus biwaensis"
"3548","eDNA, top 500","Silurus glanis"
"3549","eDNA, top 500","Silurus soldatovi"
"3551","eDNA, top 500","Siniperca chuatsi x Siniperca scherzeri"
"3552","eDNA, top 500","Siniperca fortis"
"3553","eDNA, top 500","Siniperca scherzeri"
"3554","eDNA, top 500","Siniperca undulata"
"3555","eDNA, top 500","Siphateles alvordensis"
"3556","eDNA, top 500","Siphateles bicolor"
"3557","eDNA, top 500","Siphateles bicolor eurysoma"
"3558","eDNA, top 500","Siphateles bicolor mohavensis"
"3559","eDNA, top 500","Siphateles bicolor thalassinus"
"3560","eDNA, top 500","Siphateles boraxobius"
"3564","eDNA, top 500","Solegnathus spinosissimus"
"3581","eDNA, top 500","Sphyraena guachancho"
"3589","eDNA, top 500","Spirinchus lanceolatus"
"3593","eDNA, top 500","Sprattus antipodum"
"3594","eDNA, top 500","Sprattus muelleri"
"3595","eDNA, top 500","Sprattus sprattus"
"3596","eDNA, top 500","Squalidus argentatus"
"3597","eDNA, top 500","Squalidus chankaensis"
"3598","eDNA, top 500","Squalidus gracilis"
"3599","eDNA, top 500","Squalidus iijimae"
"3600","eDNA, top 500","Squalidus japonicus"
"3601","eDNA, top 500","Squalidus mantschuricus"
"3602","eDNA, top 500","Squalidus nitens"
"3603","eDNA, top 500","Squalidus sp. SX-0527"
"3604","eDNA, top 500","Squalius alburnoides"
"3605","eDNA, top 500","Squalius carolitertii"
"3606","eDNA, top 500","Squalius cephalus"
"3607","eDNA, top 500","Squalius lepidus"
"3608","eDNA, top 500","Squalius pyrenaicus"
"3633","eDNA, top 500","Steindachnerina elegans"
"3639","eDNA, top 500","Stenatherina panatela"
"3643","eDNA, top 500","Stenogobius genivittatus"
"3644","eDNA, top 500","Stenogobius sp. TANEKAWA-HAZE"
"3646","eDNA, top 500","Stephanolepis hispida"
"3647","eDNA, top 500","Stereolepis doederleini"
"3655","eDNA, top 500","Stichaeopsis epallax"
"3656","eDNA, top 500","Stichaeopsis nana"
"3657","eDNA, top 500","Stichaeopsis nevelskoi"
"3658","eDNA, top 500","Stichaeopsis sp. HUMZ:198853"
"3659","eDNA, top 500","Stichaeus fuscus"
"3660","eDNA, top 500","Stichaeus grigorjewi"
"3661","eDNA, top 500","Stichaeus nozawae"
"3663","eDNA, top 500","Stlengis misakia"
"3670","eDNA, top 500","Stomias nebulosus"
"3671","eDNA, top 500","Stromateus brasiliensis"
"3674","eDNA, top 500","Strongylura notata"
"3678","eDNA, top 500","Sueviota sp. MOOP_2911"
"3691","eDNA, top 500","Symphodus cinereus"
"3692","eDNA, top 500","Symphodus mediterraneus"
"3693","eDNA, top 500","Symphodus melops"
"3694","eDNA, top 500","Symphodus ocellatus"
"3695","eDNA, top 500","Symphodus roissali"
"3696","eDNA, top 500","Symphodus tinca"
"3713","eDNA, top 500","Synchiropus splendidus"
"3715","eDNA, top 500","Syncrossus beauforti"
"3716","eDNA, top 500","Syncrossus hymenophysa"
"3717","eDNA, top 500","Syncrossus reversus"
"3743","eDNA, top 500","Tachysurus aurantiacus"
"3744","eDNA, top 500","Tachysurus eupogon"
"3745","eDNA, top 500","Tachysurus fulvidraco"
"3746","eDNA, top 500","Tachysurus fulvidraco x Leiocassis longirostris"
"3747","eDNA, top 500","Tachysurus fulvidraco x Tachysurus vachelli"
"3748","eDNA, top 500","Tachysurus nudiceps"
"3749","eDNA, top 500","Tachysurus tokiensis"
"3750","eDNA, top 500","Tachysurus virgatus"
"3754","eDNA, top 500","Taenioides sp. HYS-2014"
"3755","eDNA, top 500","Taeniopsetta ocellata"
"3760","eDNA, top 500","Tampichthys ipni"
"3762","eDNA, top 500","Taractes rubescens"
"3767","eDNA, top 500","Taurocottus bergii"
"3768","eDNA, top 500","Taurulus bubalis"
"3769","eDNA, top 500","Tautoga onitis"
"3770","eDNA, top 500","Telmatherina bonti"
"3772","eDNA, top 500","Tenualosa ilisha"
"3773","eDNA, top 500","Tenualosa toli"
"3777","eDNA, top 500","Tetragonurus pacificus"
"3779","eDNA, top 500","Tetrapturus belone"
"3780","eDNA, top 500","Tetrapturus georgii"
"3781","eDNA, top 500","Tetrapturus pfluegeri"
"3782","eDNA, top 500","Tetrapturus sp. JRM-2006"
"3785","eDNA, top 500","Tetrosomus concatenatus"
"3797","eDNA, top 500","Thoburnia rhothoeca"
"3798","eDNA, top 500","Thorichthys meeki"
"3799","eDNA, top 500","Thryssa baelama"
"3800","eDNA, top 500","Thryssa dussumieri"
"3801","eDNA, top 500","Thryssa hamiltonii"
"3802","eDNA, top 500","Thryssa kammalensis"
"3803","eDNA, top 500","Thryssa kammalensoides"
"3804","eDNA, top 500","Thryssa malabarica"
"3805","eDNA, top 500","Thryssa setirostris"
"3811","eDNA, top 500","Thymallus arcticus"
"3812","eDNA, top 500","Thymallus arcticus arcticus"
"3813","eDNA, top 500","Thymallus baicalensis"
"3814","eDNA, top 500","Thymallus baicalolenensis"
"3815","eDNA, top 500","Thymallus brevicephalus"
"3816","eDNA, top 500","Thymallus brevirostris"
"3817","eDNA, top 500","Thymallus burejensis"
"3818","eDNA, top 500","Thymallus flavomaculatus"
"3819","eDNA, top 500","Thymallus grubii"
"3820","eDNA, top 500","Thymallus ligericus"
"3821","eDNA, top 500","Thymallus mertensii"
"3822","eDNA, top 500","Thymallus nigrescens"
"3823","eDNA, top 500","Thymallus nikolskyi"
"3824","eDNA, top 500","Thymallus pallasii"
"3825","eDNA, top 500","Thymallus svetovidovi"
"3826","eDNA, top 500","Thymallus thymallus"
"3827","eDNA, top 500","Thymallus tugarinae"
"3828","eDNA, top 500","Thymallus yaluensis"
"3831","eDNA, top 500","Thysanactis sp. CBM:ZF:15563"
"3834","eDNA, top 500","Tilesina gibbosa"
"3842","eDNA, top 500","Tomiyamichthys emilyae"
"3861","eDNA, top 500","Trachyrincus murrayi"
"3865","eDNA, top 500","Trichocottus brashnikovi"
"3867","eDNA, top 500","Trichogaster fasciata"
"3868","eDNA, top 500","Trichogaster lalius"
"3869","eDNA, top 500","Trichomycterus sp. 1 NS-2020"
"3870","eDNA, top 500","Trichomycterus sp. 2 NS-2020"
"3873","eDNA, top 500","Tridentiger microsquamis"
"3874","eDNA, top 500","Tridentiger radiatus"
"3880","eDNA, top 500","Triglops murrayi"
"3881","eDNA, top 500","Triglops nybelini"
"3890","eDNA, top 500","Triplophysa labiata"
"3891","eDNA, top 500","Triportheus auritus"
"3893","eDNA, top 500","Trisopterus luscus"
"3894","eDNA, top 500","Trisopterus minutus"
"3900","eDNA, top 500","Tylosurus melanotus"
"3904","eDNA, top 500","Uaru amphiacanthoides"
"3905","eDNA, top 500","Ulvaria subbifurcata"
"3912","eDNA, top 500","Upeneus taeniopterus"
"3929","eDNA, top 500","Valenciennea longipinnis"
"3930","eDNA, top 500","Valenciennea puellaris"
"3932","eDNA, top 500","Vellitor centropomus"
"3933","eDNA, top 500","Vellitor minutus"
"3938","eDNA, top 500","Verasper moseri"
"3939","eDNA, top 500","Verasper variegatus"
"3940","eDNA, top 500","Vimba melanops"
"3957","eDNA, top 500","Xeniamia atrithorax"
"3959","eDNA, top 500","Xenobalistes tumidipectoris"
"3960","eDNA, top 500","Xenodermichthys copei"
"3961","eDNA, top 500","Xenolumpenus longipterus"
"3964","eDNA, top 500","Xenophthalmichthys danae"
"3971","eDNA, top 500","Yaoshania pachychilus"
"3972","eDNA, top 500","Yasuhikotakia lecontei"
"3973","eDNA, top 500","Yunnanilus bailianensis"
"3974","eDNA, top 500","Yunnanilus brevis"
"3975","eDNA, top 500","Yunnanilus longibarbatus"
"3976","eDNA, top 500","Yuriria alta"
"3977","eDNA, top 500","Zacco acutipinnis"
"3978","eDNA, top 500","Zacco platypus"
"3993","eDNA, top 500","Zenion japonicum"
"3995","eDNA, top 500","Zesticelus bathybius"
"3996","eDNA, top 500","Zesticelus ochotensis"
"3998","eDNA, top 500","Zoarces americanus"
"3999","eDNA, top 500","Zoarces elongatus"
"4000","eDNA, top 500","Zoarces gillii"
"4001","eDNA, top 500","Zoarces viviparus"
"4002","eDNA, top 500","Zoarchias glaber"
"4003","eDNA, top 500","Zoarchias major"
"4004","eDNA, top 500","Zoarchias neglectus"
"4005","eDNA, top 500","Zoarchias veneficus"
"3","Region List","Abantennarius coccineus"
"4","Region List","Abantennarius sanguineus"
"5","Region List","Ablennes hians"
"6","Region List","Abudefduf abdominalis"
"7","Region List","Abudefduf concolor"
"8","Region List","Abudefduf declivifrons"
"9","Region List","Abudefduf saxatilis"
"10","Region List","Abudefduf septemfasciatus"
"11","Region List","Abudefduf sordidus"
"12","Region List","Abudefduf taurus"
"13","Region List","Abudefduf troschelii"
"14","Region List","Abudefduf vaigiensis"
"15","Region List","Abyssobrotula galatheae"
"16","Region List","Acanthemblemaria balanorum"
"17","Region List","Acanthemblemaria crockeri"
"18","Region List","Acanthemblemaria hastingsi"
"19","Region List","Acanthemblemaria macrospilus"
"20","Region List","Acanthemblemaria mangognatha"
"25","Region List","Acantholiparis caecus"
"26","Region List","Acantholiparis opercularis"
"27","Region List","Acantholumpenus mackayi"
"28","Region List","Acanthonus armatus"
"31","Region List","Acanthostracion polygonius"
"33","Region List","Acanthurus achilles"
"34","Region List","Acanthurus albipectoralis"
"35","Region List","Acanthurus blochii"
"36","Region List","Acanthurus dussumieri"
"37","Region List","Acanthurus elongatus"
"38","Region List","Acanthurus guttatus"
"39","Region List","Acanthurus leucopareius"
"40","Region List","Acanthurus mata"
"41","Region List","Acanthurus nigricans"
"42","Region List","Acanthurus nigricauda"
"43","Region List","Acanthurus nigrofuscus"
"44","Region List","Acanthurus nigroris"
"45","Region List","Acanthurus olivaceus"
"47","Region List","Acanthurus triostegus"
"48","Region List","Acanthurus xanthopterus"
"52","Region List","Achirus mazatlanus"
"53","Region List","Achirus scutum"
"56","Region List","Acipenser medirostris"
"57","Region List","Acipenser sturio"
"58","Region List","Acipenser transmontanus"
"59","Region List","Acromycter alcocki"
"62","Region List","Adelosebastes latens"
"63","Region List","Aetobatus narinari"
"64","Region List","Aetobatus ocellatus"
"65","Region List","Aetomylaeus maculatus"
"67","Region List","Agonomalus mozinoi"
"69","Region List","Agonopsis sterletus"
"72","Region List","Ahliesaurus brevis"
"73","Region List","Albatrossia pectoralis"
"74","Region List","Albula argentea"
"75","Region List","Albula vulpes"
"80","Region List","Aldrovandia affinis"
"81","Region List","Aldrovandia phalacra"
"86","Region List","Alectridium aurantiacum"
"87","Region List","Alepisaurus ferox"
"92","Region List","Alepocephalus blanfordii"
"98","Region List","Allocareproctus jordani"
"99","Region List","Allocareproctus kallaion"
"100","Region List","Allocareproctus tanix"
"101","Region List","Allocareproctus unangas"
"102","Region List","Allocareproctus ungak"
"103","Region List","Alloclinus holderi"
"104","Region List","Allocyttus folletti"
"105","Region List","Allocyttus verrucosus"
"107","Region List","Alopias pelagicus"
"108","Region List","Alopias superciliosus"
"109","Region List","Alopias vulpinus"
"117","Region List","Alphestes afer"
"118","Region List","Alphestes immaculatus"
"119","Region List","Alphestes multiguttatus"
"121","Region List","Aluterus scriptus"
"123","Region List","Ambassis gymnocephalus"
"125","Region List","Amblycirrhitus bimacula"
"127","Region List","Amblyraja hyperborea"
"128","Region List","Ameiurus catus"
"131","Region List","Ammodytes hexapterus"
"132","Region List","Ammodytes personatus"
"133","Region List","Ammodytes tobianus"
"134","Region List","Ammodytoides pylei"
"135","Region List","Ammolabrus dicrus"
"142","Region List","Amphiprion perideraion"
"144","Region List","Amphistichus koelzi"
"147","Region List","Anablepsoides hartii"
"148","Region List","Anampses chrysocephalus"
"149","Region List","Anampses cuvier"
"150","Region List","Anarchias galapagensis"
"151","Region List","Anarchias seychellensis"
"157","Region List","Anchoa argentivittata"
"158","Region List","Anchoa compressa"
"159","Region List","Anchoa curta"
"160","Region List","Anchoa delicatissima"
"161","Region List","Anchoa exigua"
"162","Region List","Anchoa ischana"
"163","Region List","Anchoa lucida"
"164","Region List","Anchoa mundeoloides"
"165","Region List","Anchoa nasus"
"166","Region List","Anchoa scofieldi"
"169","Region List","Anguilla anguilla"
"171","Region List","Anguilla rostrata"
"174","Region List","Anisotremus davidsonii"
"175","Region List","Anisotremus interruptus"
"176","Region List","Anisotremus scapularis"
"177","Region List","Anisotremus surinamensis"
"178","Region List","Anisotremus taeniatus"
"179","Region List","Anisotremus virginicus"
"185","Region List","Anoplogaster brachycera"
"186","Region List","Anoplogaster cornuta"
"188","Region List","Anotopterus nikparini"
"189","Region List","Anotopterus pharao"
"191","Region List","Antennarius striatus"
"192","Region List","Antennatus coccineus"
"193","Region List","Antennatus nummifer"
"194","Region List","Antennatus strigatus"
"196","Region List","Antigonia eos"
"202","Region List","Aphanopus arigato"
"203","Region List","Aphanopus carbo"
"204","Region List","Aphanopus intermedius"
"206","Region List","Aphareus rutilans"
"207","Region List","Aphyonus gelatinosus"
"208","Region List","Apistus carinatus"
"211","Region List","Apogon atricaudus"
"212","Region List","Apogon crassiceps"
"213","Region List","Apogon erythrinus"
"214","Region List","Apogon guadalupensis"
"215","Region List","Apogon pacificus"
"216","Region List","Apogon retrosella"
"217","Region List","Apogonichthys perdix"
"218","Region List","Apolemichthys arcuatus"
"219","Region List","Aprion virescens"
"220","Region List","Apristurus brunneus"
"221","Region List","Apristurus kampae"
"222","Region List","Apterichtus equatorialis"
"223","Region List","Apterichtus flavicaudus"
"225","Region List","Archistes biseriatus"
"226","Region List","Arcos erythrops"
"229","Region List","Arctozenus risso"
"231","Region List","Argentina sialis"
"234","Region List","Argyripnus brocki"
"235","Region List","Argyripnus ephippiatus"
"237","Region List","Argyropelecus aculeatus"
"238","Region List","Argyropelecus affinis"
"239","Region List","Argyropelecus gigas"
"240","Region List","Argyropelecus hemigymnus"
"241","Region List","Argyropelecus lychnus"
"242","Region List","Argyropelecus olfersii"
"243","Region List","Argyropelecus sladeni"
"247","Region List","Ariomma luridum"
"248","Region List","Ariomma parini"
"249","Region List","Ariosoma balearicum"
"250","Region List","Ariosoma gilberti"
"251","Region List","Ariosoma marginatum"
"252","Region List","Aristostomias grimaldii"
"253","Region List","Aristostomias lunifer"
"254","Region List","Aristostomias polydactylus"
"255","Region List","Aristostomias scintillans"
"256","Region List","Aristostomias xenostoma"
"257","Region List","Arius maculatus"
"258","Region List","Arnoglossus debilis"
"259","Region List","Arothron caeruleopunctatus"
"260","Region List","Arothron meleagris"
"261","Region List","Arothron stellatus"
"263","Region List","Artediellus camchaticus"
"266","Region List","Artediellus pacificus"
"269","Region List","Artedius corallinus"
"271","Region List","Artedius harringtoni"
"273","Region List","Artedius notospilotus"
"274","Region List","Aruma histrio"
"276","Region List","Asemichthys taylori"
"277","Region List","Aseraggodes herrei"
"278","Region List","Aseraggodes therese"
"283","Region List","Asquamiceps velaris"
"284","Region List","Assurger anzac"
"285","Region List","Asterorhombus filifer"
"288","Region List","Astronesthes bilobatus"
"289","Region List","Astronesthes cyaneus"
"291","Region List","Astronesthes indicus"
"293","Region List","Astronesthes lucifer"
"294","Region List","Astronesthes luetkeni"
"295","Region List","Astronesthes nigroides"
"296","Region List","Astronesthes quasiindicus"
"297","Region List","Astronesthes richardsoni"
"304","Region List","Astronesthes trifibulatus"
"305","Region List","Astroscopus zephyreus"
"309","Region List","Ataxolepis henactis"
"312","Region List","Atherinella eriarcha"
"313","Region List","Atherinella nepenthe"
"314","Region List","Atherinomorus duodecimalis"
"315","Region List","Atherinomorus endrachtensis"
"316","Region List","Atherinomorus insularum"
"318","Region List","Atherinops affinis"
"319","Region List","Atherinopsis californiensis"
"320","Region List","Atractoscion nobilis"
"321","Region List","Atule mate"
"323","Region List","Aulopus bajacali"
"324","Region List","Aulorhynchus flavidus"
"325","Region List","Aulostomus chinensis"
"326","Region List","Aulotrachichthys heptalepis"
"327","Region List","Aulotrachichthys prosthemius"
"331","Region List","Avocettina bowersii"
"332","Region List","Avocettina infans"
"333","Region List","Avocettina paucipora"
"334","Region List","Awaous banana"
"335","Region List","Awaous guamensis"
"336","Region List","Axoclinus multicinctus"
"337","Region List","Axoclinus nigricaudus"
"338","Region List","Axoclinus storeyae"
"339","Region List","Azurina hirundo"
"342","Region List","Bagre panamensis"
"343","Region List","Bairdiella icistia"
"344","Region List","Bajacalifornia burragei"
"345","Region List","Bajacalifornia erimoensis"
"352","Region List","Barathronus pacificus"
"357","Region List","Barbulifer mexicanus"
"358","Region List","Barbulifer pantherinus"
"359","Region List","Bassozetus levistomatus"
"360","Region List","Bassozetus nasus"
"361","Region List","Bassozetus zenkevitchi"
"362","Region List","Bathophilus altipinnis"
"363","Region List","Bathophilus brevis"
"364","Region List","Bathophilus digitatus"
"365","Region List","Bathophilus filifer"
"366","Region List","Bathophilus flemingi"
"367","Region List","Bathophilus indicus"
"368","Region List","Bathophilus kingi"
"369","Region List","Bathophilus longipinnis"
"370","Region List","Bathophilus nigerrimus"
"371","Region List","Bathophilus pawneei"
"372","Region List","Bathophilus proximus"
"373","Region List","Bathophilus schizochirus"
"374","Region List","Bathophilus vaillanti"
"379","Region List","Bathycongrus aequoreus"
"380","Region List","Bathycongrus guttulatus"
"381","Region List","Bathycongrus macrurus"
"382","Region List","Bathycongrus varidens"
"383","Region List","Bathygobius coalitus"
"384","Region List","Bathygobius cocosensis"
"385","Region List","Bathygobius fuscus"
"387","Region List","Bathygobius ramosus"
"388","Region List","Bathygobius soporator"
"391","Region List","Bathylagoides nigrigenys"
"392","Region List","Bathylagoides wesethi"
"394","Region List","Bathylychnops brachyrhynchus"
"395","Region List","Bathylychnops exilis"
"400","Region List","Bathyraja abyssicola"
"401","Region List","Bathyraja aleutica"
"402","Region List","Bathyraja interrupta"
"403","Region List","Bathyraja kincaidii"
"404","Region List","Bathyraja lindbergi"
"405","Region List","Bathyraja maculata"
"406","Region List","Bathyraja mariposa"
"407","Region List","Bathyraja minispinosa"
"408","Region List","Bathyraja panthera"
"409","Region List","Bathyraja parmifera"
"410","Region List","Bathyraja spinosissima"
"411","Region List","Bathyraja taranetzi"
"412","Region List","Bathyraja trachura"
"413","Region List","Bathyraja violacea"
"414","Region List","Bathysaurus mollis"
"415","Region List","Bathysphyraenops simplex"
"416","Region List","Bathytoshia lata"
"418","Region List","Bathytroctes macrolepis"
"421","Region List","Bathyuroconger vicinus"
"428","Region List","Bellator gymnostethus"
"429","Region List","Bellator loxias"
"430","Region List","Bembradium roseum"
"431","Region List","Bembrops filiferus"
"432","Region List","Benthalbella dentata"
"433","Region List","Benthalbella infans"
"434","Region List","Benthalbella linguidens"
"435","Region List","Benthodesmus pacificus"
"436","Region List","Benthodesmus simonyi"
"437","Region List","Benthodesmus tenuis"
"438","Region List","Benthosema fibulatum"
"439","Region List","Benthosema panamense"
"440","Region List","Benthosema pterotum"
"441","Region List","Benthosema suborbitale"
"442","Region List","Beringraja binoculata"
"443","Region List","Beringraja inornata"
"444","Region List","Beringraja rhina"
"445","Region List","Beringraja stellulata"
"447","Region List","Bertella idiomorpha"
"452","Region List","Blenniella bilitonensis"
"453","Region List","Blenniella gibbifrons"
"456","Region List","Bodianus albotaeniatus"
"458","Region List","Bodianus bilunulatus"
"459","Region List","Bodianus diplotaenia"
"460","Region List","Bodianus oxycephalus"
"461","Region List","Bodianus vulpinus"
"464","Region List","Bolinia euryptera"
"465","Region List","Bolinichthys distofax"
"466","Region List","Bolinichthys longipes"
"467","Region List","Bolinichthys photothorax"
"468","Region List","Bolinichthys pyrsobolus"
"469","Region List","Bolinichthys supralateralis"
"471","Region List","Borostomias panamensis"
"474","Region List","Bothragonus swanii"
"475","Region List","Bothrocara brunneum"
"477","Region List","Bothrocara molle"
"478","Region List","Bothrocara nyx"
"479","Region List","Bothrocara pusillum"
"483","Region List","Bothus constellatus"
"484","Region List","Bothus leopardinus"
"485","Region List","Bothus mancus"
"486","Region List","Bothus myriaster"
"487","Region List","Bothus pantherinus"
"494","Region List","Brachyamblyopus brachysoma"
"495","Region List","Brachygenys californiensis"
"496","Region List","Brachyistius aletes"
"502","Region List","Brama brama"
"503","Region List","Brama dussumieri"
"504","Region List","Brama myersi"
"505","Region List","Brama orcini"
"506","Region List","Brama pauciradiata"
"507","Region List","Branchiostegus japonicus"
"508","Region List","Bregmaceros atlanticus"
"509","Region List","Bregmaceros bathymaster"
"510","Region List","Bregmaceros japonicus"
"511","Region List","Bregmaceros mcclellandi"
"515","Region List","Brockius striatus"
"517","Region List","Brosmophycis marginata"
"518","Region List","Brotula clarkae"
"521","Region List","Brotulotaenia nielseni"
"525","Region List","Bryozoichthys marjorius"
"528","Region List","Butis koilomatodon"
"530","Region List","Caesio cuning"
"532","Region List","Calamus brachysomus"
"533","Region List","Calamus taurinus"
"534","Region List","Callechelys cliffi"
"535","Region List","Callechelys eristigma"
"536","Region List","Callechelys lutea"
"537","Region List","Callionymus curvicornis"
"538","Region List","Callionymus decoratus"
"539","Region List","Callionymus hainanensis"
"540","Region List","Callionymus hindsii"
"545","Region List","Calotomus spinidens"
"546","Region List","Calotomus zonarchus"
"547","Region List","Cantherhines dumerilii"
"549","Region List","Cantherhines pardalis"
"550","Region List","Cantherhines sandwichiensis"
"551","Region List","Cantherhines verecundus"
"553","Region List","Canthigaster amboinensis"
"554","Region List","Canthigaster coronata"
"555","Region List","Canthigaster epilampra"
"556","Region List","Canthigaster inframacula"
"557","Region List","Canthigaster jactator"
"558","Region List","Canthigaster janthinoptera"
"559","Region List","Canthigaster punctatissima"
"560","Region List","Canthigaster rivulata"
"561","Region List","Canthigaster solandri"
"562","Region List","Caprodon unicolor"
"563","Region List","Caracanthus maculatus"
"564","Region List","Caracanthus typicus"
"565","Region List","Carangoides equula"
"566","Region List","Carangoides ferdau"
"567","Region List","Carangoides orthogrammus"
"568","Region List","Carangoides otrynter"
"569","Region List","Caranx caballus"
"570","Region List","Caranx caninus"
"571","Region List","Caranx hippos"
"572","Region List","Caranx ignobilis"
"573","Region List","Caranx latus"
"574","Region List","Caranx lugubris"
"575","Region List","Caranx melampygus"
"576","Region List","Caranx sexfasciatus"
"577","Region List","Caranx vinctus"
"578","Region List","Carapus dubius"
"579","Region List","Carassius auratus"
"580","Region List","Carassius carassius"
"581","Region List","Carcharhinus albimarginatus"
"582","Region List","Carcharhinus amblyrhynchos"
"583","Region List","Carcharhinus brachyurus"
"584","Region List","Carcharhinus cerdale"
"585","Region List","Carcharhinus falciformis"
"586","Region List","Carcharhinus galapagensis"
"587","Region List","Carcharhinus leucas"
"588","Region List","Carcharhinus limbatus"
"589","Region List","Carcharhinus longimanus"
"590","Region List","Carcharhinus obscurus"
"591","Region List","Carcharodon carcharias"
"592","Region List","Careproctus abbreviatus"
"593","Region List","Careproctus attenuatus"
"594","Region List","Careproctus bowersianus"
"595","Region List","Careproctus canus"
"596","Region List","Careproctus colletti"
"597","Region List","Careproctus comus"
"598","Region List","Careproctus curilanus"
"600","Region List","Careproctus cypselurus"
"601","Region List","Careproctus ectenes"
"602","Region List","Careproctus faunus"
"603","Region List","Careproctus filamentosus"
"604","Region List","Careproctus furcellus"
"605","Region List","Careproctus georgianus"
"606","Region List","Careproctus gilberti"
"607","Region List","Careproctus kamikawai"
"608","Region List","Careproctus longifilis"
"609","Region List","Careproctus lycopersicus"
"610","Region List","Careproctus melanurus"
"611","Region List","Careproctus microstomus"
"612","Region List","Careproctus nelsoni"
"613","Region List","Careproctus oregonensis"
"614","Region List","Careproctus ostentum"
"615","Region List","Careproctus ovigerus"
"616","Region List","Careproctus phasma"
"617","Region List","Careproctus pycnosoma"
"618","Region List","Careproctus rastrinus"
"619","Region List","Careproctus scottae"
"620","Region List","Careproctus simus"
"622","Region List","Careproctus spectrum"
"623","Region List","Careproctus staufferi"
"624","Region List","Careproctus zachirus"
"626","Region List","Caristius japonicus"
"629","Region List","Cataetyx lepidogenys"
"630","Region List","Cataetyx rubrirostris"
"631","Region List","Cataetyx simus"
"632","Region List","Catostomus catostomus"
"634","Region List","Catostomus tsiltcoosensis"
"635","Region List","Caulolatilus princeps"
"636","Region List","Caulophryne jordani"
"637","Region List","Caulophryne pelagica"
"638","Region List","Caulophryne polynema"
"639","Region List","Cebidichthys violaceus"
"641","Region List","Centrobranchus andreae"
"642","Region List","Centrobranchus choerocephalus"
"643","Region List","Centrobranchus nigroocellatus"
"644","Region List","Centrophorus tessellatus"
"646","Region List","Centropomus nigrescens"
"647","Region List","Centropomus pectinatus"
"648","Region List","Centropomus poeyi"
"649","Region List","Centropomus robalito"
"650","Region List","Centropomus unionensis"
"651","Region List","Centropomus viridis"
"652","Region List","Centropristis striata"
"653","Region List","Centropyge fisheri"
"654","Region List","Centropyge flavissima"
"655","Region List","Centropyge interrupta"
"656","Region List","Centropyge loriculus"
"657","Region List","Centropyge nahackyi"
"658","Region List","Centropyge potteri"
"659","Region List","Centroscyllium nigrum"
"660","Region List","Cephalopholis argus"
"663","Region List","Cephalopholis cruentata"
"666","Region List","Cephalopholis fulva"
"670","Region List","Cephalopholis panamensis"
"676","Region List","Cephaloscyllium ventriosum"
"677","Region List","Ceratias holboelli"
"678","Region List","Ceratias uranoscopus"
"679","Region List","Ceratoscopelus townsendi"
"680","Region List","Ceratoscopelus warmingii"
"681","Region List","Cetengraulis mysticetus"
"682","Region List","Cetichthys parini"
"683","Region List","Cetomimus gillii"
"684","Region List","Cetorhinus maximus"
"688","Region List","Chaenophryne draco"
"689","Region List","Chaenophryne longiceps"
"690","Region List","Chaenophryne melanorhabdus"
"691","Region List","Chaenopsis alepidota"
"692","Region List","Chaenopsis coheni"
"693","Region List","Chaetodipterus zonatus"
"694","Region List","Chaetodon auriga"
"695","Region List","Chaetodon citrinellus"
"696","Region List","Chaetodon ephippium"
"697","Region List","Chaetodon fremblii"
"698","Region List","Chaetodon humeralis"
"699","Region List","Chaetodon kleinii"
"700","Region List","Chaetodon lineolatus"
"701","Region List","Chaetodon lunula"
"702","Region List","Chaetodon lunulatus"
"703","Region List","Chaetodon miliaris"
"704","Region List","Chaetodon multicinctus"
"705","Region List","Chaetodon ornatissimus"
"706","Region List","Chaetodon quadrimaculatus"
"707","Region List","Chaetodon reticulatus"
"708","Region List","Chaetodon tinkeri"
"709","Region List","Chaetodon trifascialis"
"710","Region List","Chaetodon trifasciatus"
"711","Region List","Chaetodon unimaculatus"
"712","Region List","Channa striata"
"713","Region List","Chanos chanos"
"714","Region List","Chascanopsetta prorigera"
"715","Region List","Chauliodus barbatus"
"716","Region List","Chauliodus danae"
"717","Region List","Chauliodus macouni"
"718","Region List","Chauliodus sloani"
"719","Region List","Chaunacops coloratus"
"720","Region List","Chaunax fimbriatus"
"721","Region List","Chaunax umbrinus"
"722","Region List","Cheilio inermis"
"723","Region List","Cheilodactylus vittatus"
"724","Region List","Cheilopogon atrisignis"
"725","Region List","Cheilopogon californicus"
"726","Region List","Cheilopogon cyanopterus"
"727","Region List","Cheilopogon dorsomacula"
"728","Region List","Cheilopogon furcatus"
"729","Region List","Cheilopogon heterurus"
"730","Region List","Cheilopogon hubbsi"
"731","Region List","Cheilopogon papilio"
"732","Region List","Cheilopogon pinnatibarbatus"
"733","Region List","Cheilopogon pinnatibarbatus californicus"
"734","Region List","Cheilopogon spilonotopterus"
"735","Region List","Cheilopogon spilopterus"
"736","Region List","Cheilopogon unicolor"
"737","Region List","Cheilopogon xenopterus"
"738","Region List","Cheilotrema saturnum"
"745","Region List","Cherublemma emmelas"
"747","Region List","Chiasmodon asper"
"748","Region List","Chiasmodon braueri"
"750","Region List","Chiasmodon microcephalus"
"751","Region List","Chiasmodon niger"
"752","Region List","Chiasmodon subniger"
