subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num,class_count,extra_organism
NR_178396,674167,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella marinisediminis,1,653,n
NR_074924,637905,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella violacea,1,653,n
AB238792,43661,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella benthica,1,653,n
NR_042174,225849,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella piezotolerans,1,653,n
MN443612,70864,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella pealeana,1,653,n
MH929616,271098,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella halifaxensis,1,653,n
LS482990,314092,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella pneumatophori,1,653,n
KX453221,173509,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella fidelis,1,653,n
NR_151921,1642821,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella gelidii,1,653,n
OP344030,190310,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sairae,1,653,n
ON778580,190305,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella marinintestina,1,653,n
OL685284,62322,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella baltica,1,653,n
NR_074819,425104,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sediminis,1,653,n
GQ240898,754771,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella Aeisolate,1,653,n
NR_042994,271096,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella canadensis,1,653,n
MH929576,56813,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella gelidimarina,1,653,n
KT276389,1705903,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sw,1,653,n
NR_181814,2864872,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella nanhaiensis,1,653,n
NR_074846,60961,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella woodyi,1,653,n
HM771244,888438,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella GutDb,1,653,n
EU346569,491570,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,marine sponge bacterium mucin,1,393,n
NR_042996,271099,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella atlantica,1,653,n
AB201782,311789,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella abyssi,1,653,n
AF170794,23,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella colwelliana,1,653,n
CP076413,2842456,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia wenshanensis,1,412,n
KM218906,1563516,Eukaryota,unknown phylum,Dinophyceae,Peridiniales,Peridiniaceae,unknown genus,Peridiniaceae,2,7,n
AF316691,148150,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Crater Lake,1,393,n
NC_025542,163310,Viridiplantae,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Interfilum,Interfilum terricola,1,2,n
KM462881,163310,Viridiplantae,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Interfilum,Interfilum terricola,2,2,n
GU475464,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,1,301,n
AB300608,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,2,301,n
AB300607,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,3,301,n
AB300606,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,4,301,n
AB300605,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,5,301,n
AB300604,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,6,301,n
AB300603,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,7,301,n
AB300602,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,8,301,n
AB300601,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,9,301,n
NC_004030,34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,10,301,n
OK046141,686441,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus japonicus,1,301,n
NC_058016,686441,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus japonicus,2,301,n
NC_008416,9704,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,1,301,n
OP115880,419013,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus wollebaeki,1,301,n
NC_062331,419013,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus wollebaeki,2,301,n
AM181017,9704,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,2,301,n
Y08525,9704,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,3,301,n
KT693378,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,1,301,n
KT693377,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,2,301,n
KT693376,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,3,301,n
KT693375,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,4,301,n
KT693374,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,5,301,n
KT693373,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,6,301,n
KT693372,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,7,301,n
KT693371,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,8,301,n
KT693370,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,9,301,n
KT693369,29084,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus forsteri,10,301,n
NC_063561,161928,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis,1,301,n
MK616240,161928,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis,2,301,n
GU174605,161928,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus australis,3,301,n
KX388144,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,1,301,n
NC_008419,161930,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,Neophoca cinerea,1,301,n
NC_008417,37191,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus pusillus,1,301,n
AM181020,161930,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,Neophoca cinerea,2,301,n
AM181018,37191,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus pusillus,2,301,n
NC_049152,161932,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Otaria,Otaria byronia,1,301,n
BK010918,37190,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus gazella,1,301,n
KX388143,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,2,301,n
NC_008418,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,3,301,n
MW257231,161932,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Otaria,Otaria byronia,2,301,n
AM181019,34888,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Phocarctos,Phocarctos hookeri,4,301,n
Y08526,37190,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus gazella,2,301,n
NC_008420,161921,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus townsendi,1,301,n
AM181021,161921,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalus townsendi,2,301,n
NC_008415,34884,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,Callorhinus ursinus,1,301,n
MG916809,34884,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,Callorhinus ursinus,2,301,n
KT901456,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,1,301,n
KT818831,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,2,301,n
NC_008431,693431,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa caspica,1,301,n
NC_008430,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,3,301,n
MW183359,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,4,301,n
GU174592,693431,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa caspica,2,301,n
GU174591,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,5,301,n
FJ895151,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,6,301,n
AM181033,693431,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa caspica,3,301,n
AM181031,39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,7,301,n
MT410883,9720,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,1,301,n
GU174593,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,1,301,n
AM181032,9720,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,2,301,n
NC_001325,9720,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,3,301,n
KU963302,1908284,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus grypus,1,301,n
NC_001602,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,1,301,n
MT410910,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,2,301,n
GU174594,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,3,301,n
X72004,9711,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,4,301,n
NC_008432,9719,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa sibirica,1,301,n
NC_008433,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,2,301,n
MT584129,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,3,301,n
MT410955,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,4,301,n
AM181036,9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,5,301,n
AM181035,9719,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa sibirica,2,301,n
AM181034,9719,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa sibirica,3,301,n
KP942533,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,1,301,n
MH198019,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,2,301,n
KP942581,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,3,301,n
KP942580,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,4,301,n
KP942579,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,5,301,n
KP942578,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,6,301,n
KP942577,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,7,301,n
KP942576,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,8,301,n
KP942575,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,9,301,n
KP942574,39089,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca groenlandica,10,301,n
NC_008427,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,1,301,n
MT874475,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,2,301,n
MT874473,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,3,301,n
GU174597,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,4,301,n
AM181028,39293,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata,5,301,n
NC_011124,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,1,301,n
OP554562,452597,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,Aonyx cinereus,1,301,n
GU174599,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,1,301,n
AM711897,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,2,301,n
Y08511,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,3,301,n
NC_008426,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,2,301,n
NC_008428,39088,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca fasciata,1,301,n
MT816339,9649,Eukaryota,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,4,301,n
GU174598,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,3,301,n
GU174595,39088,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca fasciata,2,301,n
AM181029,39088,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca fasciata,3,301,n
AM181027,39304,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,4,301,n
NC_008423,101849,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,1,301,n
AM181024,101849,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,2,301,n
AY377286,101849,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,Lobodon carcinophaga,3,301,n
KY776502,9624,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,1,301,n
NC_036369,9624,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,2,301,n
MW257223,9624,Eukaryota,Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,3,301,n
MW205857,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,1,301,n
KX857765,37029,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus bengalensis,1,301,n
MW205891,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,1,301,n
MW205890,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,2,301,n
MW205889,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,3,301,n
MW205885,2839979,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale angustifrons yucatanensis,1,301,n
MW205884,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,2,301,n
MW205882,2839979,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale angustifrons yucatanensis,2,301,n
MW205874,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,3,301,n
MW205873,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,4,301,n
MW205872,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,5,301,n
MW205871,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,6,301,n
MW205858,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,4,301,n
MW205856,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,5,301,n
MW205855,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,6,301,n
MW205854,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,7,301,n
MW205852,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,8,301,n
MW205851,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,9,301,n
MW205850,2340998,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale interrupta,10,301,n
MW205842,30552,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale putorius,7,301,n
NC_053971,94184,Eukaryota,Chordata,Mammalia,Carnivora,Viverridae,Chrotogale,Chrotogale owstoni,1,301,n
OK561937,30551,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis,1,301,n
OK561936,30551,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis,2,301,n
MW205875,2839980,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis leucoparia,1,301,n
MW205843,2839980,Eukaryota,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale,Spilogale gracilis leucoparia,2,301,n
KM224283,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,1,301,n
Y08503,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,2,301,n
KX786344,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,3,301,n
KP202278,9683,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,1,301,n
KP202276,61378,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis margarita,1,301,n
KP202275,61377,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris lybica,1,301,n
NC_028310,9683,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris,2,301,n
NC_028308,61378,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis margarita,2,301,n
KM224284,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,4,301,n
KM224282,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,5,301,n
KM224281,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,6,301,n
AY012149,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,7,301,n
NC_001700,9685,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,8,301,n
MF871700,339609,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Smilodon,Smilodon populator,1,301,n
KP202273,458418,Eukaryota,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis silvestris bieti,1,301,n
OV277457,9662,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles meles,1,301,n
NC_053966,1096449,Eukaryota,Chordata,Mammalia,Carnivora,Herpestidae,Crossarchus,Crossarchus platycephalus,1,301,n
NC_053957,215636,Eukaryota,Chordata,Mammalia,Carnivora,Eupleridae,Galidictis,Galidictis fasciata,1,301,n
OV277463,9662,Eukaryota,Chordata,Mammalia,Carnivora,Mustelidae,Meles,Meles meles,2,301,n
NC_053960,219107,Eukaryota,Chordata,Mammalia,Carnivora,Eupleridae,Eupleres,Eupleres goudotii,1,301,n
OM649979,543559,Eukaryota,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus edwardsi,1,301,n
X86945,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,1,301,n
MW592432,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,2,301,n
NC_010301,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,3,301,n
MW592438,2872343,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax interfluvialis,1,301,n
MW592437,2872343,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax interfluvialis,2,301,n
MW592436,2872343,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax interfluvialis,3,301,n
MW592434,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,4,301,n
MW592428,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,5,301,n
AM904727,42325,Eukaryota,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis,6,301,n
HQ652147,1026967,Eukaryota,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,Spalax graecus mezosegiensis,1,301,n
NC_048476,148082,Eukaryota,Chordata,Mammalia,Chiroptera,Furipteridae,Furipterus,Furipterus horrens,1,301,n
NC_037729,2858,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia alba,1,128,n
JN378734,1079369,Eukaryota,Bacillariophyta,Bacillariophyceae,unknown order,unknown family,unknown genus,Endosymbiont,1,128,n
LC367063,72026,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus ovis,1,7,n
LC367062,72026,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus ovis,2,7,n
LC367060,72026,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus ovis,3,7,n
KF828883,1419612,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus,1,7,n
KF828867,1419611,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,Helcococcus,2,7,n
JN167606,1072508,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,cococcus,1,7,n
MH728270,1072508,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Helcococcus,cococcus,2,7,n
EU580519,538935,Eukaryota,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella subturgidula,1,128,n
DQ989187,407034,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,Nitrospinaceae,1,8,n
EF106972,482920,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,marine Nitrospinaceae,1,8,n
MT175474,407034,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,Nitrospinaceae,2,8,n
JX530785,179109,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina,1,8,n
EU361112,246132,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,unknown family,unknown genus,Desulfobacterales,1,10,n
DQ989189,407034,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,unknown genus,Nitrospinaceae,3,8,n
EU638910,179109,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina,2,8,n
LC087432,179109,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina,3,8,n
HM798633,246132,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,unknown family,unknown genus,Desulfobacterales,2,10,n
HQ271445,273375,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Alkaliphilus,Alkaliphilus,1,1,n
CP048620,2705534,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Candidatus Nitrohelix,Candidatus Nitrohelix vancouverensis,1,8,n
MH077089,208549,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,unknown family,unknown genus,Hyphomicrobiales,1,272,n
JN591914,648187,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,OCS cluster,1,272,n
KP988875,218023,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,unknown genus,Hyphomicrobiaceae,1,272,n
AF259638,126108,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterium CtaxTah,1,393,n
EF428995,294,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,1,653,n
MH156033,90370,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica subenterica serovar Typhi,1,653,n
MF980919,61645,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,1,653,n
