verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Triglops pingelii,Triglops pingelii,accepted,Triglops pingelii,NA,species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,127207,127207,89115,433391,Aleutian Islands
Liparis gibbus,Liparis gibbus,accepted,Liparis gibbus,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,159526,159526,59638,255718,Aleutian Islands
Oneirodes thompsoni,Oneirodes thompsoni,accepted,Oneirodes thompsoni,NA,species,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254554,254554,78113,412658,Aleutian Islands
Mallotus villosus,Mallotus villosus,accepted,Mallotus villosus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Mallotus,TRUE,TRUE,TRUE,126735,126735,34580,30960,Aleutian Islands
Elassodiscus caudatus,Elassodiscus caudatus,accepted,Elassodiscus caudatus,NA,species,Actinopteri,Perciformes,Liparidae,Elassodiscus,TRUE,FALSE,FALSE,280629,280629,125651,446812,Aleutian Islands
Bathyraja trachura,Bathyraja trachura,accepted,Bathyraja trachura,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271538,271538,33943,341251,Aleutian Islands
Triglops metopias,Triglops metopias,accepted,Triglops metopias,NA,species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,274400,274400,NA,NA,Aleutian Islands
Lycodes palearis,Lycodes palearis,accepted,Lycodes palearis,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254585,254585,11375,215425,Aleutian Islands
Oneirodes bulbosus,Oneirodes bulbosus,accepted,Oneirodes bulbosus,NA,species,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254553,254553,140403,1154599,Aleutian Islands
Bathyraja lindbergi,Bathyraja lindbergi,accepted,Bathyraja lindbergi,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271517,271517,80067,341245,Aleutian Islands
Triglops macellus,Triglops macellus,accepted,Triglops macellus,NA,species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,274399,274399,140470,433386,Aleutian Islands
Coryphaenoides acrolepis,Coryphaenoides acrolepis,accepted,Coryphaenoides acrolepis,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272313,272313,33884,83390,Aleutian Islands
Careproctus melanurus,Careproctus melanurus,accepted,Careproctus melanurus,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254549,254549,33941,274785,Aleutian Islands
Sigmops gracilis,Sigmops gracilis,accepted,Sigmops gracilis,NA,species,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,TRUE,FALSE,FALSE,279336,279336,172443,48457,Aleutian Islands
Bothrocara zestum,Bothrocara zestum,accepted,Bothrocara zestum,NA,species,Actinopteri,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,1566163,1566163,NA,NA,Aleutian Islands
Sebastes melanostictus,Sebastes melanostictus,accepted,Sebastes melanostictus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,1015496,1015496,163038,394695,Aleutian Islands
Bathyraja mariposa,Bathyraja mariposa,accepted,Bathyraja mariposa,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271522,271522,80068,341247,Aleutian Islands
Parophrys vetulus,Parophrys vetulus,accepted,Parophrys vetulus,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Parophrys,TRUE,FALSE,FALSE,254393,254393,33893,172659,Aleutian Islands
Allocyttus folletti,Allocyttus folletti,accepted,Allocyttus folletti,NA,species,Actinopteri,Zeiformes,Oreosomatidae,Allocyttus,TRUE,FALSE,FALSE,254555,254555,125492,319752,Aleutian Islands
Leuroglossus stilbius,Leuroglossus stilbius,accepted,Leuroglossus stilbius,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,313514,313514,71906,301819,Aleutian Islands
Radulinus asprellus,Radulinus asprellus,accepted,Radulinus asprellus,NA,species,Actinopteri,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282541,282541,34012,274768,Aleutian Islands
Anarhichas orientalis,Anarhichas orientalis,accepted,Anarhichas orientalis,NA,species,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,TRUE,FALSE,FALSE,254511,254511,110732,479980,Aleutian Islands
Oncorhynchus kisutch,Oncorhynchus kisutch,accepted,Oncorhynchus kisutch,NA,species,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127184,127184,23772,8019,Aleutian Islands
Eumicrotremus barbatus,Eumicrotremus barbatus,accepted,Eumicrotremus barbatus,NA,species,Actinopteri,Perciformes,Cyclopteridae,Eumicrotremus,TRUE,FALSE,FALSE,254534,254534,NA,1482670,Aleutian Islands
Beringraja binoculata,Beringraja binoculata,accepted,Beringraja binoculata,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1021330,1021330,NA,NA,Aleutian Islands
Sebastes jordani,Sebastes jordani,accepted,Sebastes jordani,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274806,274806,10712,72081,Aleutian Islands
Psychrolutes phrictus,Psychrolutes phrictus,accepted,Psychrolutes phrictus,NA,species,Actinopteri,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274678,274678,59163,320385,Aleutian Islands
Anarrhichthys ocellatus,Anarrhichthys ocellatus,accepted,Anarrhichthys ocellatus,NA,species,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys,TRUE,FALSE,FALSE,279605,279605,NA,433405,Aleutian Islands
Sebastes brevispinis,Sebastes brevispinis,accepted,Sebastes brevispinis,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274778,274778,10780,72060,Aleutian Islands
Lycodes brevipes,Lycodes brevipes,accepted,Lycodes brevipes,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,254595,254595,34010,433387,Aleutian Islands
Paraliparis ulochir,Paraliparis ulochir,accepted,Paraliparis ulochir,NA,species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274612,274612,804237,NA,Aleutian Islands
Rhinoliparis attenuatus,Rhinoliparis attenuatus,accepted,Rhinoliparis attenuatus,NA,species,Actinopteri,Perciformes,Liparidae,Rhinoliparis,TRUE,FALSE,FALSE,282584,282584,142497,557365,Aleutian Islands
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,127273,34228,88708,Aleutian Islands
Trichodon trichodon,Trichodon trichodon,accepted,Trichodon trichodon,NA,species,Actinopteri,Perciformes,Trichodontidae,Trichodon,TRUE,FALSE,FALSE,283043,283043,34016,209541,Aleutian Islands
Halargyreus johnsonii,Halargyreus johnsonii,accepted,Halargyreus johnsonii,NA,species,Actinopteri,Gadiformes,Moridae,Halargyreus,TRUE,FALSE,FALSE,126489,126489,33964,319453,Aleutian Islands
Nautichthys pribilovius,Nautichthys pribilovius,accepted,Nautichthys pribilovius,NA,species,NA,Scorpaeniformes,Hemitripteridae,Nautichthys,TRUE,FALSE,FALSE,254543,254543,110745,274772,Aleutian Islands
Lycodes akuugun,Lycodes akuugun,accepted,Lycodes akuugun,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274091,274091,NA,NA,Aleutian Islands
Bathyraja violacea,Bathyraja violacea,accepted,Bathyraja violacea,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271540,271540,33986,392425,Aleutian Islands
Triglops xenostethus,Triglops xenostethus,accepted,Triglops xenostethus,NA,species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,274401,274401,NA,NA,Aleutian Islands
Anotopterus pharao,Anotopterus pharao,accepted,Anotopterus pharao,NA,species,Actinopteri,Aulopiformes,Anotopteridae,Anotopterus,TRUE,FALSE,FALSE,126334,126334,56038,172142,Aleutian Islands
Bathyraja minispinosa,Bathyraja minispinosa,accepted,Bathyraja minispinosa,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271524,271524,80069,341248,Aleutian Islands
Sarritor leptorhynchus,Sarritor leptorhynchus,accepted,Sarritor leptorhynchus,NA,species,Actinopteri,Perciformes,Agonidae,Sarritor,TRUE,FALSE,FALSE,254376,254376,140417,255539,Aleutian Islands
Bothrocara nyx,Bothrocara nyx,accepted,Bothrocara nyx,NA,species,Actinopteri,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,254582,254582,NA,1920304,Aleutian Islands
Benthalbella dentata,Benthalbella dentata,accepted,Benthalbella dentata,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,254572,254572,NA,433385,Aleutian Islands
Lipariscus nanus,Lipariscus nanus,accepted,Lipariscus nanus,NA,species,Actinopteri,Perciformes,Liparidae,Lipariscus,TRUE,FALSE,FALSE,281365,281365,125657,557405,Aleutian Islands
Gymnelus hemifasciatus,Gymnelus hemifasciatus,accepted,Gymnelus hemifasciatus,NA,species,Actinopteri,Perciformes,Zoarcidae,Gymnelus,TRUE,FALSE,FALSE,254583,254583,110727,932718,Aleutian Islands
Archistes biseriatus,Archistes biseriatus,accepted,Archistes biseriatus,NA,species,Actinopteri,Perciformes,Cottidae,Archistes,TRUE,FALSE,FALSE,279679,279679,NA,NA,Aleutian Islands
Icelus canaliculatus,Icelus canaliculatus,accepted,Icelus canaliculatus,NA,species,Actinopteri,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,254524,254524,NA,NA,Aleutian Islands
Beringraja rhina,Beringraja rhina,accepted,Beringraja rhina,NA,species,Elasmobranchii,Rajiformes,Rajidae,Beringraja,TRUE,FALSE,FALSE,1461133,1461133,NA,NA,Aleutian Islands
Malacocottus aleuticus,Malacocottus aleuticus,accepted,Malacocottus aleuticus,NA,species,Actinopteri,Perciformes,Psychrolutidae,Malacocottus,TRUE,FALSE,FALSE,279440,279440,NA,NA,Aleutian Islands
Bathyagonus infraspinatus,Bathyagonus infraspinatus,accepted,Bathyagonus infraspinatus,NA,species,Actinopteri,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254504,254504,34013,557335,Aleutian Islands
Pholis laeta,Pholis laeta,accepted,Pholis laeta,NA,species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,FALSE,FALSE,273689,273689,125636,283367,Aleutian Islands
Anisarchus medius,Anisarchus medius,accepted,Anisarchus medius,NA,species,Actinopteri,Perciformes,Stichaeidae,Anisarchus,TRUE,FALSE,FALSE,127070,127070,59614,980385,Aleutian Islands
Enophrys lucasi,Enophrys lucasi,accepted,Enophrys lucasi,NA,species,Actinopteri,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,254518,254518,140421,980327,Aleutian Islands
Puzanovia rubra,Puzanovia rubra,accepted,Puzanovia rubra,NA,species,Actinopteri,Perciformes,Zoarcidae,Puzanovia,TRUE,FALSE,FALSE,254380,254380,NA,NA,Aleutian Islands
Ammodytes personatus,Ammodytes personatus,accepted,Ammodytes personatus,NA,species,Actinopteri,Perciformes,Ammodytidae,Ammodytes,TRUE,FALSE,FALSE,272967,272967,201830,215382,Aleutian Islands
Clinocottus acuticeps,Clinocottus acuticeps,accepted,Clinocottus acuticeps,NA,species,Actinopteri,Perciformes,Cottidae,Clinocottus,TRUE,TRUE,TRUE,280218,280218,125646,459045,Aleutian Islands
Clinocottus embryum,Clinocottus embryum,accepted,Clinocottus embryum,NA,species,Actinopteri,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280220,280220,125647,459046,Aleutian Islands
Lumpenus sagitta,Lumpenus sagitta,accepted,Lumpenus sagitta,NA,species,Actinopteri,Perciformes,Stichaeidae,Lumpenus,TRUE,FALSE,FALSE,254579,254579,13990,428036,Aleutian Islands
Blepsias bilobus,Blepsias bilobus,accepted,Blepsias bilobus,NA,species,NA,Scorpaeniformes,Hemitripteridae,Blepsias,TRUE,FALSE,FALSE,254540,254540,110737,980325,Aleutian Islands
Anoplagonus inermis,Anoplagonus inermis,accepted,Anoplagonus inermis,NA,species,Actinopteri,Perciformes,Agonidae,Anoplagonus,TRUE,FALSE,FALSE,279630,279630,393344,1154603,Aleutian Islands
Lycodapus fierasfer,Lycodapus fierasfer,accepted,Lycodapus fierasfer,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279389,279389,33962,433411,Aleutian Islands
Bothrocara pusillum,Bothrocara pusillum,accepted,Bothrocara pusillum,NA,species,Actinopteri,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,279400,279400,NA,2048771,Aleutian Islands
Avocettina infans,Avocettina infans,accepted,Avocettina infans,NA,species,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,126304,34561,121280,Aleutian Islands
Anoplarchus purpurescens,Anoplarchus purpurescens,accepted,Anoplarchus purpurescens,NA,species,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,TRUE,FALSE,FALSE,279633,279633,78132,320623,Aleutian Islands
Tactostoma macropus,Tactostoma macropus,accepted,Tactostoma macropus,NA,species,Actinopteri,Stomiiformes,Stomiidae,Tactostoma,TRUE,FALSE,FALSE,282922,282922,33954,319451,Aleutian Islands
Liparis fucensis,Liparis fucensis,accepted,Liparis fucensis,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274515,274515,125626,433401,Aleutian Islands
Lestidiops ringens,Lestidiops ringens,accepted,Lestidiops ringens,NA,species,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,TRUE,FALSE,FALSE,272096,272096,125494,319759,Aleutian Islands
Lycodes concolor,Lycodes concolor,accepted,Lycodes concolor,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,367289,367289,140825,NA,Aleutian Islands
Clidoderma asperrimum,Clidoderma asperrimum,accepted,Clidoderma asperrimum,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Clidoderma,TRUE,FALSE,FALSE,280216,280216,125505,255560,Aleutian Islands
Zesticelus profundorum,Zesticelus profundorum,accepted,Zesticelus profundorum,NA,species,Actinopteri,Perciformes,Cottidae,Zesticelus,TRUE,FALSE,FALSE,283218,283218,125667,740938,Aleutian Islands
Allocareproctus tanix,Allocareproctus tanix,accepted,Allocareproctus tanix,NA,species,Actinopteri,Perciformes,Liparidae,Allocareproctus,TRUE,FALSE,FALSE,279557,279557,804231,NA,Aleutian Islands
Magnisudis atlantica,Magnisudis atlantica,accepted,Magnisudis atlantica,NA,species,Actinopteri,Aulopiformes,Paralepididae,Magnisudis,TRUE,FALSE,FALSE,126359,126359,72899,319769,Aleutian Islands
Rhinoliparis barbulifer,Rhinoliparis barbulifer,accepted,Rhinoliparis barbulifer,NA,species,Actinopteri,Perciformes,Liparidae,Rhinoliparis,TRUE,FALSE,FALSE,282585,282585,125663,446837,Aleutian Islands
Sigmistes caulias,Sigmistes caulias,accepted,Sigmistes caulias,NA,species,Actinopteri,Perciformes,Cottidae,Sigmistes,TRUE,FALSE,FALSE,282788,282788,717321,1638740,Aleutian Islands
Salvelinus malma,Salvelinus malma,accepted,Salvelinus malma,NA,species,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,TRUE,TRUE,TRUE,254570,254570,88751,8039,Aleutian Islands
Leptoclinus maculatus,Leptoclinus maculatus,accepted,Leptoclinus maculatus,NA,species,Actinopteri,Perciformes,Stichaeidae,Leptoclinus,TRUE,FALSE,FALSE,127072,127072,34578,980417,Aleutian Islands
Entosphenus tridentatus,Entosphenus tridentatus,accepted,Entosphenus tridentatus,NA,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Entosphenus,TRUE,TRUE,TRUE,314348,314348,82408,245074,Aleutian Islands
Sebastes glaucus,Sebastes glaucus,accepted,Sebastes glaucus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274797,274797,228191,201702,Aleutian Islands
Poroclinus rothrocki,Poroclinus rothrocki,accepted,Poroclinus rothrocki,NA,species,Actinopteri,Perciformes,Stichaeidae,Poroclinus,TRUE,FALSE,FALSE,254385,254385,14797,557414,Aleutian Islands
Stenobrachius nannochir,Stenobrachius nannochir,accepted,Stenobrachius nannochir,NA,species,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,TRUE,FALSE,FALSE,254364,254364,33994,123240,Aleutian Islands
Lycenchelys camchatica,Lycenchelys camchatica,accepted,Lycenchelys camchatica,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,254591,254591,125599,740700,Aleutian Islands
Lampanyctus ritteri,Lampanyctus ritteri,accepted,Lampanyctus ritteri,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,301548,301548,NA,319541,Aleutian Islands
Lycodapus leptus,Lycodapus leptus,accepted,Lycodapus leptus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279390,279390,72887,557349,Aleutian Islands
Lycodapus parviceps,Lycodapus parviceps,accepted,Lycodapus parviceps,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279393,279393,NA,1772030,Aleutian Islands
Sagamichthys abei,Sagamichthys abei,accepted,Sagamichthys abei,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Sagamichthys,TRUE,FALSE,FALSE,234630,234630,33975,319782,Aleutian Islands
Sebastes flavidus,Sebastes flavidus,accepted,Sebastes flavidus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274795,274795,10709,72076,Aleutian Islands
Careproctus canus,Careproctus canus,accepted,Careproctus canus,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274416,274416,160341,557341,Aleutian Islands
Scopelosaurus adleri,Scopelosaurus adleri,accepted,Scopelosaurus adleri,NA,species,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,TRUE,FALSE,FALSE,254552,254552,NA,NA,Aleutian Islands
Adelosebastes latens,Adelosebastes latens,accepted,Adelosebastes latens,NA,species,Actinopteri,Perciformes,Sebastidae,Adelosebastes,TRUE,FALSE,FALSE,279508,279508,140425,1311530,Aleutian Islands
Careproctus ostentum,Careproctus ostentum,accepted,Careproctus ostentum,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274453,274453,78125,1837948,Aleutian Islands
Osmerus mordax,Osmerus mordax,accepted,Osmerus mordax,NA,species,Actinopteri,Osmeriformes,Osmeridae,Osmerus,TRUE,TRUE,TRUE,126737,126737,10696,8014,Aleutian Islands
Careproctus staufferi,Careproctus staufferi,accepted,Careproctus staufferi,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,1493316,1493316,NA,NA,Aleutian Islands
Nannobrachium regale,Nannobrachium regale,accepted,Nannobrachium regale,NA,species,Actinopteri,Myctophiformes,Myctophidae,Nannobrachium,TRUE,FALSE,FALSE,275869,275869,34559,91654,Aleutian Islands
Stichaeus punctatus,Stichaeus punctatus,accepted,Stichaeus punctatus,NA,species,Actinopteri,Perciformes,Stichaeidae,Stichaeus,TRUE,FALSE,FALSE,159819,159819,72892,980344,Aleutian Islands
Lumpenus fabricii,Lumpenus fabricii,accepted,Lumpenus fabricii,NA,species,Actinopteri,Perciformes,Stichaeidae,Lumpenus,TRUE,FALSE,FALSE,127073,127073,59619,NA,Aleutian Islands
Pseudobathylagus milleri,Pseudobathylagus milleri,accepted,Pseudobathylagus milleri,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Pseudobathylagus,TRUE,FALSE,FALSE,282406,282406,34556,301820,Aleutian Islands
Ronquilus jordani,Ronquilus jordani,accepted,Ronquilus jordani,NA,species,Actinopteri,Perciformes,Bathymasteridae,Ronquilus,TRUE,FALSE,FALSE,282629,282629,11160,428030,Aleutian Islands
Coryphaenoides longifilis,Coryphaenoides longifilis,accepted,Coryphaenoides longifilis,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272336,272336,59167,83389,Aleutian Islands
Pallasina barbata,Pallasina barbata,accepted,Pallasina barbata,NA,species,Actinopteri,Perciformes,Agonidae,Pallasina,TRUE,FALSE,FALSE,254396,254396,110751,740932,Aleutian Islands
Trachipterus altivelis,Trachipterus altivelis,accepted,Trachipterus altivelis,NA,species,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,TRUE,FALSE,FALSE,272531,272531,125556,320416,Aleutian Islands
Lipolagus ochotensis,Lipolagus ochotensis,accepted,Lipolagus ochotensis,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,TRUE,FALSE,FALSE,281374,281374,125598,170193,Aleutian Islands
Myoxocephalus scorpius,Myoxocephalus scorpius,accepted,Myoxocephalus scorpius,NA,species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,127203,127203,59602,8097,Aleutian Islands
Bathyagonus pentacanthus,Bathyagonus pentacanthus,accepted,Bathyagonus pentacanthus,NA,species,Actinopteri,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254506,254506,33924,433407,Aleutian Islands
Ptilichthys goodei,Ptilichthys goodei,accepted,Ptilichthys goodei,NA,species,Actinopteri,Perciformes,Ptilichthyidae,Ptilichthys,TRUE,FALSE,FALSE,282508,282508,302399,641289,Aleutian Islands
Sebastes diploproa,Sebastes diploproa,accepted,Sebastes diploproa,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274787,274787,10781,72069,Aleutian Islands
Sebastes mystinus,Sebastes mystinus,accepted,Sebastes mystinus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274823,274823,160596,72088,Aleutian Islands
