region,gbifIDs,approximate_match,number_matches,kingdom,phylum,class,order,family,genus,species
Northern California,2381426,FALSE,1,Animalia,Chordata,NA,Perciformes,Chaenopsidae,Neoclinus,Neoclinus stephensae
California Current,2381421,FALSE,1,Animalia,Chordata,NA,Perciformes,Chaenopsidae,Neoclinus,Neoclinus uninotatus
Southern California Bight,2381421,FALSE,1,Animalia,Chordata,NA,Perciformes,Chaenopsidae,Neoclinus,Neoclinus uninotatus
Northern California,2381421,FALSE,1,Animalia,Chordata,NA,Perciformes,Chaenopsidae,Neoclinus,Neoclinus uninotatus
North Central Pacific Gyre,2334834,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Scorpaenidae,Neomerinthe,Neomerinthe rufescens
North Central Pacific Gyre,2400695,FALSE,1,Animalia,Chordata,NA,Mugiliformes,Mugilidae,Neomyxus,Neomyxus leuciscus
"Oregon, Washington, Vancouver Coast and Shelf",2346923,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Stomiidae,Neonesthes,Neonesthes capensis
North Central Pacific Gyre,2346923,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Stomiidae,Neonesthes,Neonesthes capensis
Southern California Bight,2346923,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Stomiidae,Neonesthes,Neonesthes capensis
California Current,2346923,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Stomiidae,Neonesthes,Neonesthes capensis
Northern California,2346923,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Stomiidae,Neonesthes,Neonesthes capensis
North Pacific Transitional,2346923,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Stomiidae,Neonesthes,Neonesthes capensis
North Central Pacific Gyre,5204749,FALSE,1,Animalia,Chordata,NA,Beryciformes,Holocentridae,Neoniphon,Neoniphon aurolineatus
North Central Pacific Gyre,5204751,FALSE,1,Animalia,Chordata,NA,Beryciformes,Holocentridae,Neoniphon,Neoniphon sammara
"Oregon, Washington, Vancouver Coast and Shelf",5213276,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Neoscopelidae,Neoscopelus,Neoscopelus macrolepidotus
North Central Pacific Gyre,5213276,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Neoscopelidae,Neoscopelus,Neoscopelus macrolepidotus
North Central Pacific Gyre,5209962,FALSE,1,Animalia,Chordata,NA,Perciformes,Callionymidae,Neosynchiropus,Neosynchiropus ocellatus
North Central Pacific Gyre,2397789,FALSE,1,Animalia,Chordata,NA,Perciformes,Gempylidae,Nesiarchus,Nesiarchus nasutus
North Central Pacific Gyre,2405406,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Derichthyidae,Nessorhamphus,Nessorhamphus danae
North Central Pacific Gyre,5212935,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Nettastomatidae,Nettastoma,Nettastoma parviceps
North Central Pacific Gyre,2402971,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Nettastomatidae,Nettenchelys,Nettenchelys gephyra
"Oregon, Washington, Vancouver Coast and Shelf",2416930,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia bairdii
North Central Pacific Gyre,2416970,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia burragei
Northern California,2416867,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia convergens
California Current,2416867,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia convergens
North Central Pacific Gyre,2416977,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia kensmithi
Southern California Bight,2416937,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia liolepis
Northern California,2416937,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia liolepis
"Oregon, Washington, Vancouver Coast and Shelf",2416937,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia liolepis
California Current,2416937,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia liolepis
North Central Pacific Gyre,2416887,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia propinqua
Southern California Bight,2416893,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia stelgidolepis
California Current,2416893,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia stelgidolepis
Northern California,2416893,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia stelgidolepis
"Oregon, Washington, Vancouver Coast and Shelf",2416893,FALSE,1,Animalia,Chordata,NA,Gadiformes,Macrouridae,Nezumia,Nezumia stelgidolepis
California Current,2393453,FALSE,1,Animalia,Chordata,NA,Perciformes,Scaridae,Nicholsina,Nicholsina denticulata
North Central Pacific Gyre,2381886,FALSE,1,Animalia,Chordata,NA,Perciformes,Nomeidae,Nomeus,Nomeus gronovii
Subarctic Pacific,2405532,FALSE,1,Animalia,Chordata,NA,Notacanthiformes,Notacanthidae,Notacanthus,Notacanthus chemnitzii
Northern California,2405532,FALSE,1,Animalia,Chordata,NA,Notacanthiformes,Notacanthidae,Notacanthus,Notacanthus chemnitzii
North American Pacific Fijordland,2405532,FALSE,1,Animalia,Chordata,NA,Notacanthiformes,Notacanthidae,Notacanthus,Notacanthus chemnitzii
"Oregon, Washington, Vancouver Coast and Shelf",2405532,FALSE,1,Animalia,Chordata,NA,Notacanthiformes,Notacanthidae,Notacanthus,Notacanthus chemnitzii
California Current,2405532,FALSE,1,Animalia,Chordata,NA,Notacanthiformes,Notacanthidae,Notacanthus,Notacanthus chemnitzii
California Current,2405778,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notolychnus,Notolychnus valdiviae
Northern California,2405778,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notolychnus,Notolychnus valdiviae
Southern California Bight,2405778,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notolychnus,Notolychnus valdiviae
North Central Pacific Gyre,2405778,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notolychnus,Notolychnus valdiviae
North Pacific Transitional,2405778,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notolychnus,Notolychnus valdiviae
North Central Pacific Gyre,2406093,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus caudispinosus
Subarctic Pacific,2406104,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus japonicus
North Pacific Transitional,2406104,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus japonicus
North Pacific Transitional,2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
North Central Pacific Gyre,2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
Northern California,2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
California Current,2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
Southern California Bight,2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
Subarctic Pacific,2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
"Oregon, Washington, Vancouver Coast and Shelf",2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
Aleutian Islands,2406106,FALSE,1,Animalia,Chordata,NA,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus resplendens
North Central Pacific Gyre,2383280,FALSE,1,Animalia,Chordata,NA,Perciformes,Labridae,Novaculichthys,Novaculichthys taeniourus
Subarctic Pacific,2337258,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Occella,Occella dodecaedron
Gulf of Alaska,2337258,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Occella,Occella dodecaedron
California Current,4353116,FALSE,1,Animalia,Chordata,NA,Siluriformes,Ariidae,Occidentarius,Occidentarius platypogon
North Central Pacific Gyre,2389070,FALSE,1,Animalia,Chordata,NA,Perciformes,Serranidae,Odontanthias,Odontanthias elizabethae
Southern California Bight,2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
North American Pacific Fijordland,2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
Northern California,2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
Gulf of Alaska,2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
California Current,2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
Puget Trough/Georgia Basin,2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
"Oregon, Washington, Vancouver Coast and Shelf",2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
Subarctic Pacific,2337272,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa
North Central Pacific Gyre,2401097,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Evermannellidae,Odontostomops,Odontostomops normalops
California Current,2346399,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Bythitidae,Ogilbia,Ogilbia nigromarginata
California Current,2346395,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Bythitidae,Ogilbia,Ogilbia ventralis
Southern California Bight,2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
"Oregon, Washington, Vancouver Coast and Shelf",2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
Puget Trough/Georgia Basin,2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
Subarctic Pacific,2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
California Current,2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
Gulf of Alaska,2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
Northern California,2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
North American Pacific Fijordland,2333746,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus
Northern California,2333744,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rimensis
Puget Trough/Georgia Basin,2333744,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rimensis
Gulf of Alaska,2333744,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rimensis
California Current,2333744,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rimensis
Southern California Bight,2333744,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rimensis
North American Pacific Fijordland,2333744,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rimensis
Southern California Bight,2333740,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rubellio
California Current,2333740,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rubellio
Northern California,2333740,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rubellio
Southern California Bight,2333742,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi
Northern California,2333742,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi
Puget Trough/Georgia Basin,2333742,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi
North American Pacific Fijordland,2333742,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi
"Oregon, Washington, Vancouver Coast and Shelf",2333742,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi
Subarctic Pacific,2333742,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi
California Current,2333742,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus snyderi
California Current,2390633,FALSE,1,Animalia,Chordata,NA,Perciformes,Carangidae,Oligoplites,Oligoplites altus
California Current,2401039,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Omosudidae,Omosudis,Omosudis lowii
Southern California Bight,2401039,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Omosudidae,Omosudis,Omosudis lowii
North Central Pacific Gyre,2401039,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Omosudidae,Omosudis,Omosudis lowii
Aleutian Islands,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
North Pacific Transitional,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
Subarctic Pacific,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
Southern California Bight,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
Gulf of Alaska,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
California Current,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
Puget Trough/Georgia Basin,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
North American Pacific Fijordland,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
Northern California,5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
"Oregon, Washington, Vancouver Coast and Shelf",5204037,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha
"Oregon, Washington, Vancouver Coast and Shelf",5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
Subarctic Pacific,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
Puget Trough/Georgia Basin,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
Gulf of Alaska,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
California Current,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
Aleutian Islands,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
North Pacific Transitional,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
North American Pacific Fijordland,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
Northern California,5204014,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta
Gulf of Alaska,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
Southern California Bight,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
Northern California,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
North American Pacific Fijordland,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
"Oregon, Washington, Vancouver Coast and Shelf",5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
Subarctic Pacific,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
California Current,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
Aleutian Islands,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
North Pacific Transitional,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
Puget Trough/Georgia Basin,5204034,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch
Puget Trough/Georgia Basin,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
North American Pacific Fijordland,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
Southern California Bight,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
Northern California,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
California Current,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
Gulf of Alaska,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
Aleutian Islands,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
"Oregon, Washington, Vancouver Coast and Shelf",5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
Subarctic Pacific,5204039,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka
California Current,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
North American Pacific Fijordland,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
"Oregon, Washington, Vancouver Coast and Shelf",5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
Subarctic Pacific,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
Aleutian Islands,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
Southern California Bight,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
Gulf of Alaska,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
Northern California,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
Puget Trough/Georgia Basin,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
North Pacific Transitional,5204024,FALSE,1,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha
California Current,2414799,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes acanthias
Northern California,2414799,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes acanthias
Subarctic Pacific,2414799,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes acanthias
Southern California Bight,2414799,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes acanthias
"Oregon, Washington, Vancouver Coast and Shelf",2414799,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes acanthias
North American Pacific Fijordland,2414799,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes acanthias
Aleutian Islands,2414799,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes acanthias
California Current,2414838,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes basili
Southern California Bight,2414838,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes basili
North American Pacific Fijordland,2414820,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes bulbosus
Aleutian Islands,2414820,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes bulbosus
"Oregon, Washington, Vancouver Coast and Shelf",2414820,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes bulbosus
Gulf of Alaska,2414820,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes bulbosus
Subarctic Pacific,2414820,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes bulbosus
California Current,2414820,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes bulbosus
Southern California Bight,2414771,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes eschrichtii
California Current,2414771,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes eschrichtii
North American Pacific Fijordland,2414797,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes thompsoni
California Current,2414797,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes thompsoni
Subarctic Pacific,2414797,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes thompsoni
North Pacific Transitional,2414797,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes thompsoni
Gulf of Alaska,2414797,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes thompsoni
"Oregon, Washington, Vancouver Coast and Shelf",2414797,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes thompsoni
Aleutian Islands,2414797,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes thompsoni
Aleutian Islands,2381153,FALSE,1,Animalia,Chordata,NA,Perciformes,Zoarcidae,Opaeophacus,Opaeophacus acrogeneius
Subarctic Pacific,2381153,FALSE,1,Animalia,Chordata,NA,Perciformes,Zoarcidae,Opaeophacus,Opaeophacus acrogeneius
North Central Pacific Gyre,5213127,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus kunaloa
California Current,5213154,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus triserialis
Southern California Bight,5213154,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus triserialis
Northern California,5213154,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus triserialis
Northern California,5213175,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus zophochir
Southern California Bight,5213175,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus zophochir
California Current,5203051,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Ophidiidae,Ophidion,Ophidion galeoides
North Central Pacific Gyre,5203049,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Ophidiidae,Ophidion,Ophidion muraenolepis
Northern California,5203022,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Ophidiidae,Ophidion,Ophidion scrippsae
California Current,5203022,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Ophidiidae,Ophidion,Ophidion scrippsae
Southern California Bight,5203022,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Ophidiidae,Ophidion,Ophidion scrippsae
California Current,7987506,FALSE,1,Animalia,Chordata,NA,Perciformes,Blenniidae,Ophioblennius,Ophioblennius steindachneri
Southern California Bight,7987506,FALSE,1,Animalia,Chordata,NA,Perciformes,Blenniidae,Ophioblennius,Ophioblennius steindachneri
Northern California,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
Southern California Bight,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
Puget Trough/Georgia Basin,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
Gulf of Alaska,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
Subarctic Pacific,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
North American Pacific Fijordland,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
"Oregon, Washington, Vancouver Coast and Shelf",2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
Aleutian Islands,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
California Current,2336521,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus
Southern California Bight,5214557,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Opisthonema,Opisthonema libertate
California Current,5214557,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Opisthonema,Opisthonema libertate
Southern California Bight,5214558,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Clupeidae,Opisthonema,Opisthonema medirastre
North Central Pacific Gyre,2411158,FALSE,1,Animalia,Chordata,NA,Osmeriformes,Opisthoproctidae,Opisthoproctus,Opisthoproctus soleatus
