scientificName,taxonID,taxonRank,kingdom,phylum,class,order,family,genus,species,province
Balaenoptera musculus,137090,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera musculus,North Central Pacific Gyre
Scopeloberyx robustus,127276,Species,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus,North Central Pacific Gyre
Halimeda opuntia,144482,Species,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,Halimeda opuntia,North Central Pacific Gyre
Corynebacterium,559528,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA,North Central Pacific Gyre
Xanthichthys auromarginatus,219897,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Xanthichthys,Xanthichthys auromarginatus,North Central Pacific Gyre
Pennatula,128495,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Pennatulidae,Pennatula,NA,North Central Pacific Gyre
Gymnothorax meleagris,217503,Species,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax meleagris,North Central Pacific Gyre
Sulfitobacter,562097,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,NA,North Central Pacific Gyre
Hydrozoa,1337,Class,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,NA,North Central Pacific Gyre
Cantherhines dumerilii,276248,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Cantherhines,Cantherhines dumerilii,North Central Pacific Gyre
Chrysogorgia flavescens,286119,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Chrysogorgiidae,Chrysogorgia,Chrysogorgia flavescens,North Central Pacific Gyre
Heterocentrotus mamillatus,568045,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heterocentrotus,Heterocentrotus mamillatus,North Central Pacific Gyre
Evermannella indica,126339,Species,Animalia,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Evermannella,Evermannella indica,North Central Pacific Gyre
Acanthogorgia striata,286088,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Acanthogorgia,Acanthogorgia striata,North Central Pacific Gyre
Staphylococcus,416009,Genus,Bacteria,Firmicutes,Bacili,Bacillales,Staphylococcaceae,Staphylococcus,NA,North Central Pacific Gyre
Anthomastinae,1510270,Subfamily,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,NA,NA,North Central Pacific Gyre
Chromis acares,273706,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,Chromis acares,North Central Pacific Gyre
Pristiapogon kallopterus,712696,Species,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Pristiapogon,Pristiapogon kallopterus,North Central Pacific Gyre
Doliolidae,137215,Family,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,NA,North Central Pacific Gyre
Sigmops elongatus,221512,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,Sigmops elongatus,North Central Pacific Gyre
Salpidae,137217,Family,Animalia,Chordata,Thaliacea,Salpida,Salpidae,NA,NA,North Central Pacific Gyre
Porites lutea,207246,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,Porites lutea,North Central Pacific Gyre
Decapterus macarellus,126807,Species,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus macarellus,North Central Pacific Gyre
Tetrapturus angustirostris,219734,Species,Animalia,Chordata,Actinopteri,Carangiformes,Istiophoridae,Tetrapturus,Tetrapturus angustirostris,North Central Pacific Gyre
Centropyge loriculus,402161,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Centropyge,Centropyge loriculus,North Central Pacific Gyre
Demospongiae,164811,Class,Animalia,Porifera,Demospongiae,NA,NA,NA,NA,North Central Pacific Gyre
Diplospinus multistriatus,126861,Species,Animalia,Chordata,Actinopteri,Scombriformes,Gempylidae,Diplospinus,Diplospinus multistriatus,North Central Pacific Gyre
Antipathella,267233,Genus,Animalia,Cnidaria,Anthozoa,Antipatharia,Myriopathidae,Antipathella,NA,North Central Pacific Gyre
Shewanella,393040,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA,North Central Pacific Gyre
Forcipiger longirostris,218759,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Forcipiger,Forcipiger longirostris,North Central Pacific Gyre
Mysida,149668,Order,Animalia,Arthropoda,Malacostraca,Mysida,NA,NA,NA,North Central Pacific Gyre
Anaerolinea,570954,Genus,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,NA,North Central Pacific Gyre
Parupeneus porphyreus,218662,Species,Animalia,Chordata,Actinopteri,Mulliformes,Mullidae,Parupeneus,Parupeneus porphyreus,North Central Pacific Gyre
Corallium tortuosum,291841,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Corallium,Corallium tortuosum,North Central Pacific Gyre
Cephalopoda,11707,Class,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,North Central Pacific Gyre
Dictyota friabilis,220782,Species,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,Dictyota friabilis,North Central Pacific Gyre
Vinciguerria poweriae,127304,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,Vinciguerria poweriae,North Central Pacific Gyre
Abudefduf vaigiensis,212879,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,Abudefduf vaigiensis,North Central Pacific Gyre
Ensifer,571416,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,NA,North Central Pacific Gyre
Lactoria diaphana,219903,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria diaphana,North Central Pacific Gyre
Sphingobium,571470,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA,North Central Pacific Gyre
Malacanthus brevirostris,218378,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Malacanthus,Malacanthus brevirostris,North Central Pacific Gyre
Cnidaria,1267,Phylum,Animalia,Cnidaria,NA,NA,NA,NA,NA,North Central Pacific Gyre
Saccocalyx,171844,Genus,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Saccocalyx,NA,North Central Pacific Gyre
Erythrobacter,393075,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,NA,North Central Pacific Gyre
Chaetodon lunulatus,398549,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,Chaetodon lunulatus,North Central Pacific Gyre
Chlamydiales,564166,Order,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA,North Central Pacific Gyre
Chaetodon trifascialis,218719,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,Chaetodon trifascialis,North Central Pacific Gyre
Heniochus diphreutes,218763,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Heniochus,Heniochus diphreutes,North Central Pacific Gyre
Bryozoa,146142,Phylum,Animalia,Bryozoa,NA,NA,NA,NA,NA,North Central Pacific Gyre
Omosudis lowii,272087,Species,Animalia,Chordata,Actinopteri,Aulopiformes,Omosudidae,Omosudis,Omosudis lowii,North Central Pacific Gyre
Caldilineaceae,571047,Family,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,NA,NA,North Central Pacific Gyre
Breviturma pica,1306674,Species,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiocomidae,Breviturma,Breviturma pica,North Central Pacific Gyre
Kyphosus sandwicensis,712742,Species,Animalia,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus sandwicensis,North Central Pacific Gyre
Pseudorca crassidens,137104,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens,North Central Pacific Gyre
Cyclothone pseudopallida,127289,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pseudopallida,North Central Pacific Gyre
Peponocephala electra,137103,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Peponocephala,Peponocephala electra,North Central Pacific Gyre
Sargocentron diadema,217947,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron diadema,North Central Pacific Gyre
Pervagor aspricaudus,220073,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Pervagor,Pervagor aspricaudus,North Central Pacific Gyre
Kogia sima,159025,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Kogiidae,Kogia,Kogia sima,North Central Pacific Gyre
Idiomarina,393036,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,NA,North Central Pacific Gyre
Cycloseris vaughani,207327,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Cycloseris,Cycloseris vaughani,North Central Pacific Gyre
Crypthelia kelleyi,954687,Species,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Crypthelia,Crypthelia kelleyi,North Central Pacific Gyre
Chaetodon unimaculatus,218753,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,Chaetodon unimaculatus,North Central Pacific Gyre
Serrivomer,125650,Genus,Animalia,Chordata,Teleostei,Anguilliformes,Serrivomeridae,Serrivomer,NA,North Central Pacific Gyre
Thalassiosira,148912,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,North Central Pacific Gyre
Hydroidolina,19494,Subclass,Animalia,Cnidaria,Hydrozoa,NA,NA,NA,NA,North Central Pacific Gyre
Calotomus zonarchus,276711,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Calotomus,Calotomus zonarchus,North Central Pacific Gyre
Brachyura,106673,Infraorder,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,North Central Pacific Gyre
Pomacentridae,125553,Family,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,NA,NA,North Central Pacific Gyre
Caulophacus (Caulophacus),172048,Subgenus,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,NA,North Central Pacific Gyre
Acanthaster planci,213289,Species,Animalia,Echinodermata,Asteroidea,Valvatida,Acanthasteridae,Acanthaster,Acanthaster planci,North Central Pacific Gyre
Narella hawaiiensis,1467969,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Narella,Narella hawaiiensis,North Central Pacific Gyre
Cladorhizidae,131644,Family,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,NA,NA,North Central Pacific Gyre
Lobianchia gemellarii,158901,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lobianchia,Lobianchia gemellarii,North Central Pacific Gyre
Anaeromyxobacter,570957,Genus,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,NA,North Central Pacific Gyre
Diaphus schmidti,272691,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus schmidti,North Central Pacific Gyre
Bathypathes pseudoalternata,1578714,Species,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,Bathypathes pseudoalternata,North Central Pacific Gyre
Novaculichthys taeniourus,219035,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Novaculichthys,Novaculichthys taeniourus,North Central Pacific Gyre
Ptereleotris heteroptera,219617,Species,Animalia,Chordata,Actinopteri,Perciformes,Microdesmidae,Ptereleotris,Ptereleotris heteroptera,North Central Pacific Gyre
Gonostoma atlanticum,127293,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Gonostoma,Gonostoma atlanticum,North Central Pacific Gyre
Kophobelemnon,128492,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Kophobelemnidae,Kophobelemnon,NA,North Central Pacific Gyre
Lampanyctus steinbecki,272717,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus steinbecki,North Central Pacific Gyre
Mannheimia,571393,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,NA,North Central Pacific Gyre
Valenciennellus tripunctulatus,127316,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Valenciennellus,Valenciennellus tripunctulatus,North Central Pacific Gyre
Lactoria fornasini,219902,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,Lactoria fornasini,North Central Pacific Gyre
Exocoetus volitans,126385,Species,Animalia,Chordata,Actinopteri,Beloniformes,Exocoetidae,Exocoetus,Exocoetus volitans,North Central Pacific Gyre
Sargassum,144132,Genus,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,NA,North Central Pacific Gyre
Bradyrhizobium,571022,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,NA,North Central Pacific Gyre
Mesoplodon densirostris,137122,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon densirostris,North Central Pacific Gyre
Epibulus insidiator,218972,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Epibulus,Epibulus insidiator,North Central Pacific Gyre
Dictyaulus,171858,Genus,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Dictyaulus,NA,North Central Pacific Gyre
Ralstonia,571211,Genus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA,North Central Pacific Gyre
Labridae,125541,Family,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,NA,NA,North Central Pacific Gyre
Colwellia,393930,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA,North Central Pacific Gyre
Spirochaetes,566338,Phylum,Bacteria,Spirochaetes,NA,NA,NA,NA,NA,North Central Pacific Gyre
Pavona,206614,Genus,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,NA,North Central Pacific Gyre
Astronesthes lucifer,275030,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Astronesthes,Astronesthes lucifer,North Central Pacific Gyre
Cirrhipathes anguina,220496,Species,Animalia,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,Cirrhipathes anguina,North Central Pacific Gyre
Puffinus bulleri,225986,Species,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus bulleri,North Central Pacific Gyre
Tunicata,146420,Subphylum,Animalia,Chordata,NA,NA,NA,NA,NA,North Central Pacific Gyre
Poromitra crassiceps,127273,Species,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Poromitra,Poromitra crassiceps,North Central Pacific Gyre
Idiacanthus fasciola,127354,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Idiacanthus,Idiacanthus fasciola,North Central Pacific Gyre
Candidella helminthophora,286506,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Candidella,Candidella helminthophora,North Central Pacific Gyre
Brevundimonas,565572,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,North Central Pacific Gyre
Rubrobacterales,559805,Order,Bacteria,Actinobacteria,Actinobacteria,Rubrobacterales,NA,NA,NA,North Central Pacific Gyre
Cirripedia,1082,Subclass,Animalia,Arthropoda,Thecostraca,NA,NA,NA,NA,North Central Pacific Gyre
Madrepora oculata,135209,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,Madrepora oculata,North Central Pacific Gyre
Rheinheimera,570396,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,NA,North Central Pacific Gyre
Carangoides orthogrammus,218393,Species,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Carangoides,Carangoides orthogrammus,North Central Pacific Gyre
Danaphos oculatus,280483,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Danaphos,Danaphos oculatus,North Central Pacific Gyre
Sulfurovum,393925,Genus,Bacteria,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria incertae sedis,NA,Sulfurovum,NA,North Central Pacific Gyre
Poromitra megalops,127274,Species,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Poromitra,Poromitra megalops,North Central Pacific Gyre
Argyropelecus affinis,127307,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,Argyropelecus affinis,North Central Pacific Gyre
Ceratoscopelus townsendi,272656,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,Ceratoscopelus townsendi,North Central Pacific Gyre
Haloplegma duperreyi,214429,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Haloplegma,Haloplegma duperreyi,North Central Pacific Gyre
Gunnellichthys curiosus,219608,Species,Animalia,Chordata,Actinopteri,Perciformes,Microdesmidae,Gunnellichthys,Gunnellichthys curiosus,North Central Pacific Gyre
Acanthurus,125908,Genus,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,NA,North Central Pacific Gyre
Porites brighami,411263,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,Porites brighami,North Central Pacific Gyre
Bacteriovoracaceae,570028,Family,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA,NA,North Central Pacific Gyre
Glenodinium,109538,Genus,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Glenodinium,NA,North Central Pacific Gyre
Protoptilum,128498,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Protoptilidae,Protoptilum,NA,North Central Pacific Gyre
Pocillopora grandis,206952,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,Pocillopora grandis,North Central Pacific Gyre
Bregmaceros,125727,Genus,Animalia,Chordata,Actinopteri,Gadiformes,Bregmacerotidae,Bregmaceros,NA,North Central Pacific Gyre
Cyclothone acclinidens,127282,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone acclinidens,North Central Pacific Gyre
Corallium,125325,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Corallium,NA,North Central Pacific Gyre
Abudefduf sordidus,212888,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,Abudefduf sordidus,North Central Pacific Gyre
Priacanthus alalaua,273763,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Priacanthidae,Priacanthus,Priacanthus alalaua,North Central Pacific Gyre
Cyclothone alba,127283,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone alba,North Central Pacific Gyre
Heteroteuthis hawaiiensis,342189,Species,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Heteroteuthis,Heteroteuthis hawaiiensis,North Central Pacific Gyre
Montipora turgescens,207142,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora turgescens,North Central Pacific Gyre
Isopoda,1131,Order,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,North Central Pacific Gyre
Argyropelecus hemigymnus,127309,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,Argyropelecus hemigymnus,North Central Pacific Gyre
Cyclothone signata,154831,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata,North Central Pacific Gyre
Neomeris,205280,Genus,Plantae,Chlorophyta,Ulvophyceae,Dasycladales,Dasycladaceae,Neomeris,NA,North Central Pacific Gyre
Paracoccus,393085,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA,North Central Pacific Gyre
Simkaniaceae,571455,Family,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,NA,NA,North Central Pacific Gyre
Crustacea,1066,Subphylum,Animalia,Arthropoda,NA,NA,NA,NA,NA,North Central Pacific Gyre
Clostridiales,393070,Order,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA,North Central Pacific Gyre
Malacostraca,1071,Class,Animalia,Arthropoda,Malacostraca,NA,NA,NA,NA,North Central Pacific Gyre
Marinobacter,393034,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,NA,North Central Pacific Gyre
Diplophos taenia,127292,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Diplophos,Diplophos taenia,North Central Pacific Gyre
Psychroserpens,562088,Genus,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Psychroserpens,NA,North Central Pacific Gyre
Octopus,138268,Genus,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,NA,North Central Pacific Gyre
Vermetidae,23139,Family,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,NA,NA,North Central Pacific Gyre
Dasya iridescens,374655,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasya,Dasya iridescens,North Central Pacific Gyre
Tolypiocladia glomerulata,214277,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Tolypiocladia,Tolypiocladia glomerulata,North Central Pacific Gyre
Astronesthes splendidus,306683,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Astronesthes,Astronesthes splendidus,North Central Pacific Gyre
Rothia,559743,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,NA,North Central Pacific Gyre
Oplegnathus punctatus,277894,Species,Animalia,Chordata,Actinopteri,Centrarchiformes,Oplegnathidae,Oplegnathus,Oplegnathus punctatus,North Central Pacific Gyre
Antipathes sylospongia,1466700,Species,Animalia,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Antipathes,Antipathes sylospongia,North Central Pacific Gyre
Triphoturus nigrescens,217721,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Triphoturus,Triphoturus nigrescens,North Central Pacific Gyre
Grampus griseus,137098,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Grampus,Grampus griseus,North Central Pacific Gyre
Alteromonadales,393019,Order,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA,North Central Pacific Gyre
Makaira,126013,Genus,Animalia,Chordata,Actinopteri,Carangiformes,Istiophoridae,Makaira,NA,North Central Pacific Gyre
Thalassoma quinquevittatum,212211,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,Thalassoma quinquevittatum,North Central Pacific Gyre
Propionibacterium,559761,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,NA,North Central Pacific Gyre
Marinomonas,393046,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,NA,North Central Pacific Gyre
Genicanthus personatus,279094,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Genicanthus,Genicanthus personatus,North Central Pacific Gyre
Microbacteriaceae,393617,Family,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,NA,NA,North Central Pacific Gyre
Exallias brevis,219286,Species,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Exallias,Exallias brevis,North Central Pacific Gyre
Sargocentron xantherythrum,272221,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron xantherythrum,North Central Pacific Gyre
Astronesthes indicus,127323,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Astronesthes,Astronesthes indicus,North Central Pacific Gyre
Cirrhipathes,204279,Genus,Animalia,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,NA,North Central Pacific Gyre
Neisseriaceae,570938,Family,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA,North Central Pacific Gyre
Hemicorallium abyssale,1311238,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Hemicorallium,Hemicorallium abyssale,North Central Pacific Gyre
Myctophum lychnobium,272723,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Myctophum,Myctophum lychnobium,North Central Pacific Gyre
Umbellapathes helioanthes,291268,Species,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Umbellapathes,Umbellapathes helioanthes,North Central Pacific Gyre
Sinularia,205854,Genus,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Sinulariidae,Sinularia,NA,North Central Pacific Gyre
Fistularia petimba,159439,Species,Animalia,Chordata,Actinopteri,Syngnathiformes,Fistulariidae,Fistularia,Fistularia petimba,North Central Pacific Gyre
Fistularia commersonii,217966,Species,Animalia,Chordata,Actinopteri,Syngnathiformes,Fistulariidae,Fistularia,Fistularia commersonii,North Central Pacific Gyre
Liocranchia reinhardtii,341818,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Liocranchia,Liocranchia reinhardtii,North Central Pacific Gyre
Nocardioides,559757,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,NA,North Central Pacific Gyre
Balticina willemoesi,1393616,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Balticinidae,Balticina,Balticina willemoesi,North Central Pacific Gyre
Calcinus,106840,Genus,Animalia,Arthropoda,Malacostraca,Decapoda,Calcinidae,Calcinus,NA,North Central Pacific Gyre
Diaphus anderseni,272657,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus anderseni,North Central Pacific Gyre
Halieutaea retifera,279065,Species,Animalia,Chordata,Actinopteri,Lophiiformes,Ogcocephalidae,Halieutaea,Halieutaea retifera,North Central Pacific Gyre
Arthropoda,1065,Phylum,Animalia,Arthropoda,NA,NA,NA,NA,NA,North Central Pacific Gyre
Triaenodon obesus,214557,Species,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon obesus,North Central Pacific Gyre
Abralia trigonura,341844,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia,Abralia trigonura,North Central Pacific Gyre
Dendropathes,267376,Genus,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Dendropathes,NA,North Central Pacific Gyre
Palythoa caesia,288454,Species,Animalia,Cnidaria,Anthozoa,Zoantharia,Sphenopidae,Palythoa,Palythoa caesia,North Central Pacific Gyre
